,id,url,repository_url,labels_url,user
0,1169409787,https://api.github.com/repos/pandas-dev/pandas/issues/46372,https://api.github.com/repos/pandas-dev/pandas,https://api.github.com/repos/pandas-dev/pandas/issues/46372/labels{/name},"{'login': 'jack89roberts', 'id': 16308271, 'node_id': 'MDQ6VXNlcjE2MzA4Mjcx', 'avatar_url': 'https://avatars.githubusercontent.com/u/16308271?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jack89roberts', 'html_url': 'https://github.com/jack89roberts', 'followers_url': 'https://api.github.com/users/jack89roberts/followers', 'following_url': 'https://api.github.com/users/jack89roberts/following{/other_user}', 'gists_url': 'https://api.github.com/users/jack89roberts/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jack89roberts/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jack89roberts/subscriptions', 'organizations_url': 'https://api.github.com/users/jack89roberts/orgs', 'repos_url': 'https://api.github.com/users/jack89roberts/repos', 'events_url': 'https://api.github.com/users/jack89roberts/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jack89roberts/received_events', 'type': 'User', 'site_admin': False}"
1,1169317818,https://api.github.com/repos/pandas-dev/pandas/issues/46371,https://api.github.com/repos/pandas-dev/pandas,https://api.github.com/repos/pandas-dev/pandas/issues/46371/labels{/name},"{'login': 'deepspacesparkle', 'id': 97976621, 'node_id': 'U_kgDOBdcBLQ', 'avatar_url': 'https://avatars.githubusercontent.com/u/97976621?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/deepspacesparkle', 'html_url': 'https://github.com/deepspacesparkle', 'followers_url': 'https://api.github.com/users/deepspacesparkle/followers', 'following_url': 'https://api.github.com/users/deepspacesparkle/following{/other_user}', 'gists_url': 'https://api.github.com/users/deepspacesparkle/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/deepspacesparkle/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/deepspacesparkle/subscriptions', 'organizations_url': 'https://api.github.com/users/deepspacesparkle/orgs', 'repos_url': 'https://api.github.com/users/deepspacesparkle/repos', 'events_url': 'https://api.github.com/users/deepspacesparkle/events{/privacy}', 'received_events_url': 'https://api.github.com/users/deepspacesparkle/received_events', 'type': 'User', 'site_admin': False}"
2,1169187301,https://api.github.com/repos/pandas-dev/pandas/issues/46370,https://api.github.com/repos/pandas-dev/pandas,https://api.github.com/repos/pandas-dev/pandas/issues/46370/labels{/name},"{'login': 'mroeschke', 'id': 10647082, 'node_id': 'MDQ6VXNlcjEwNjQ3MDgy', 'avatar_url': 'https://avatars.githubusercontent.com/u/10647082?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/mroeschke', 'html_url': 'https://github.com/mroeschke', 'followers_url': 'https://api.github.com/users/mroeschke/followers', 'following_url': 'https://api.github.com/users/mroeschke/following{/other_user}', 'gists_url': 'https://api.github.com/users/mroeschke/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/mroeschke/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/mroeschke/subscriptions', 'organizations_url': 'https://api.github.com/users/mroeschke/orgs', 'repos_url': 'https://api.github.com/users/mroeschke/repos', 'events_url': 'https://api.github.com/users/mroeschke/events{/privacy}', 'received_events_url': 'https://api.github.com/users/mroeschke/received_events', 'type': 'User', 'site_admin': False}"
3,1169147049,https://api.github.com/repos/pandas-dev/pandas/issues/46369,https://api.github.com/repos/pandas-dev/pandas,https://api.github.com/repos/pandas-dev/pandas/issues/46369/labels{/name},"{'login': 'rhshadrach', 'id': 45562402, 'node_id': 'MDQ6VXNlcjQ1NTYyNDAy', 'avatar_url': 'https://avatars.githubusercontent.com/u/45562402?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/rhshadrach', 'html_url': 'https://github.com/rhshadrach', 'followers_url': 'https://api.github.com/users/rhshadrach/followers', 'following_url': 'https://api.github.com/users/rhshadrach/following{/other_user}', 'gists_url': 'https://api.github.com/users/rhshadrach/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/rhshadrach/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/rhshadrach/subscriptions', 'organizations_url': 'https://api.github.com/users/rhshadrach/orgs', 'repos_url': 'https://api.github.com/users/rhshadrach/repos', 'events_url': 'https://api.github.com/users/rhshadrach/events{/privacy}', 'received_events_url': 'https://api.github.com/users/rhshadrach/received_events', 'type': 'User', 'site_admin': False}"
4,1169139335,https://api.github.com/repos/pandas-dev/pandas/issues/46368,https://api.github.com/repos/pandas-dev/pandas,https://api.github.com/repos/pandas-dev/pandas/issues/46368/labels{/name},"{'login': 'mroeschke', 'id': 10647082, 'node_id': 'MDQ6VXNlcjEwNjQ3MDgy', 'avatar_url': 'https://avatars.githubusercontent.com/u/10647082?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/mroeschke', 'html_url': 'https://github.com/mroeschke', 'followers_url': 'https://api.github.com/users/mroeschke/followers', 'following_url': 'https://api.github.com/users/mroeschke/following{/other_user}', 'gists_url': 'https://api.github.com/users/mroeschke/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/mroeschke/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/mroeschke/subscriptions', 'organizations_url': 'https://api.github.com/users/mroeschke/orgs', 'repos_url': 'https://api.github.com/users/mroeschke/repos', 'events_url': 'https://api.github.com/users/mroeschke/events{/privacy}', 'received_events_url': 'https://api.github.com/users/mroeschke/received_events', 'type': 'User', 'site_admin': False}"
5,1169138831,https://api.github.com/repos/pandas-dev/pandas/issues/46367,https://api.github.com/repos/pandas-dev/pandas,https://api.github.com/repos/pandas-dev/pandas/issues/46367/labels{/name},"{'login': 'rhshadrach', 'id': 45562402, 'node_id': 'MDQ6VXNlcjQ1NTYyNDAy', 'avatar_url': 'https://avatars.githubusercontent.com/u/45562402?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/rhshadrach', 'html_url': 'https://github.com/rhshadrach', 'followers_url': 'https://api.github.com/users/rhshadrach/followers', 'following_url': 'https://api.github.com/users/rhshadrach/following{/other_user}', 'gists_url': 'https://api.github.com/users/rhshadrach/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/rhshadrach/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/rhshadrach/subscriptions', 'organizations_url': 'https://api.github.com/users/rhshadrach/orgs', 'repos_url': 'https://api.github.com/users/rhshadrach/repos', 'events_url': 'https://api.github.com/users/rhshadrach/events{/privacy}', 'received_events_url': 'https://api.github.com/users/rhshadrach/received_events', 'type': 'User', 'site_admin': False}"
6,1169110527,https://api.github.com/repos/pandas-dev/pandas/issues/46366,https://api.github.com/repos/pandas-dev/pandas,https://api.github.com/repos/pandas-dev/pandas/issues/46366/labels{/name},"{'login': 'Leejung8763', 'id': 50440358, 'node_id': 'MDQ6VXNlcjUwNDQwMzU4', 'avatar_url': 'https://avatars.githubusercontent.com/u/50440358?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Leejung8763', 'html_url': 'https://github.com/Leejung8763', 'followers_url': 'https://api.github.com/users/Leejung8763/followers', 'following_url': 'https://api.github.com/users/Leejung8763/following{/other_user}', 'gists_url': 'https://api.github.com/users/Leejung8763/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Leejung8763/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Leejung8763/subscriptions', 'organizations_url': 'https://api.github.com/users/Leejung8763/orgs', 'repos_url': 'https://api.github.com/users/Leejung8763/repos', 'events_url': 'https://api.github.com/users/Leejung8763/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Leejung8763/received_events', 'type': 'User', 'site_admin': False}"
7,1169045049,https://api.github.com/repos/pandas-dev/pandas/issues/46365,https://api.github.com/repos/pandas-dev/pandas,https://api.github.com/repos/pandas-dev/pandas/issues/46365/labels{/name},"{'login': 'johnkangw', 'id': 72617548, 'node_id': 'MDQ6VXNlcjcyNjE3NTQ4', 'avatar_url': 'https://avatars.githubusercontent.com/u/72617548?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/johnkangw', 'html_url': 'https://github.com/johnkangw', 'followers_url': 'https://api.github.com/users/johnkangw/followers', 'following_url': 'https://api.github.com/users/johnkangw/following{/other_user}', 'gists_url': 'https://api.github.com/users/johnkangw/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/johnkangw/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/johnkangw/subscriptions', 'organizations_url': 'https://api.github.com/users/johnkangw/orgs', 'repos_url': 'https://api.github.com/users/johnkangw/repos', 'events_url': 'https://api.github.com/users/johnkangw/events{/privacy}', 'received_events_url': 'https://api.github.com/users/johnkangw/received_events', 'type': 'User', 'site_admin': False}"
8,1169026714,https://api.github.com/repos/pandas-dev/pandas/issues/46364,https://api.github.com/repos/pandas-dev/pandas,https://api.github.com/repos/pandas-dev/pandas/issues/46364/labels{/name},"{'login': 'rcrl', 'id': 84949310, 'node_id': 'MDQ6VXNlcjg0OTQ5MzEw', 'avatar_url': 'https://avatars.githubusercontent.com/u/84949310?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/rcrl', 'html_url': 'https://github.com/rcrl', 'followers_url': 'https://api.github.com/users/rcrl/followers', 'following_url': 'https://api.github.com/users/rcrl/following{/other_user}', 'gists_url': 'https://api.github.com/users/rcrl/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/rcrl/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/rcrl/subscriptions', 'organizations_url': 'https://api.github.com/users/rcrl/orgs', 'repos_url': 'https://api.github.com/users/rcrl/repos', 'events_url': 'https://api.github.com/users/rcrl/events{/privacy}', 'received_events_url': 'https://api.github.com/users/rcrl/received_events', 'type': 'User', 'site_admin': False}"
9,1168813313,https://api.github.com/repos/pandas-dev/pandas/issues/46363,https://api.github.com/repos/pandas-dev/pandas,https://api.github.com/repos/pandas-dev/pandas/issues/46363/labels{/name},"{'login': 'distortedsignal', 'id': 2186874, 'node_id': 'MDQ6VXNlcjIxODY4NzQ=', 'avatar_url': 'https://avatars.githubusercontent.com/u/2186874?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/distortedsignal', 'html_url': 'https://github.com/distortedsignal', 'followers_url': 'https://api.github.com/users/distortedsignal/followers', 'following_url': 'https://api.github.com/users/distortedsignal/following{/other_user}', 'gists_url': 'https://api.github.com/users/distortedsignal/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/distortedsignal/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/distortedsignal/subscriptions', 'organizations_url': 'https://api.github.com/users/distortedsignal/orgs', 'repos_url': 'https://api.github.com/users/distortedsignal/repos', 'events_url': 'https://api.github.com/users/distortedsignal/events{/privacy}', 'received_events_url': 'https://api.github.com/users/distortedsignal/received_events', 'type': 'User', 'site_admin': False}"
10,1168619031,https://api.github.com/repos/pandas-dev/pandas/issues/46362,https://api.github.com/repos/pandas-dev/pandas,https://api.github.com/repos/pandas-dev/pandas/issues/46362/labels{/name},"{'login': 'idanhazan', 'id': 19217750, 'node_id': 'MDQ6VXNlcjE5MjE3NzUw', 'avatar_url': 'https://avatars.githubusercontent.com/u/19217750?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/idanhazan', 'html_url': 'https://github.com/idanhazan', 'followers_url': 'https://api.github.com/users/idanhazan/followers', 'following_url': 'https://api.github.com/users/idanhazan/following{/other_user}', 'gists_url': 'https://api.github.com/users/idanhazan/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/idanhazan/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/idanhazan/subscriptions', 'organizations_url': 'https://api.github.com/users/idanhazan/orgs', 'repos_url': 'https://api.github.com/users/idanhazan/repos', 'events_url': 'https://api.github.com/users/idanhazan/events{/privacy}', 'received_events_url': 'https://api.github.com/users/idanhazan/received_events', 'type': 'User', 'site_admin': False}"
11,1168510691,https://api.github.com/repos/pandas-dev/pandas/issues/46361,https://api.github.com/repos/pandas-dev/pandas,https://api.github.com/repos/pandas-dev/pandas/issues/46361/labels{/name},"{'login': 'smarie', 'id': 3236794, 'node_id': 'MDQ6VXNlcjMyMzY3OTQ=', 'avatar_url': 'https://avatars.githubusercontent.com/u/3236794?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/smarie', 'html_url': 'https://github.com/smarie', 'followers_url': 'https://api.github.com/users/smarie/followers', 'following_url': 'https://api.github.com/users/smarie/following{/other_user}', 'gists_url': 'https://api.github.com/users/smarie/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/smarie/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/smarie/subscriptions', 'organizations_url': 'https://api.github.com/users/smarie/orgs', 'repos_url': 'https://api.github.com/users/smarie/repos', 'events_url': 'https://api.github.com/users/smarie/events{/privacy}', 'received_events_url': 'https://api.github.com/users/smarie/received_events', 'type': 'User', 'site_admin': False}"
12,1168242825,https://api.github.com/repos/pandas-dev/pandas/issues/46360,https://api.github.com/repos/pandas-dev/pandas,https://api.github.com/repos/pandas-dev/pandas/issues/46360/labels{/name},"{'login': 'jonashaag', 'id': 175722, 'node_id': 'MDQ6VXNlcjE3NTcyMg==', 'avatar_url': 'https://avatars.githubusercontent.com/u/175722?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jonashaag', 'html_url': 'https://github.com/jonashaag', 'followers_url': 'https://api.github.com/users/jonashaag/followers', 'following_url': 'https://api.github.com/users/jonashaag/following{/other_user}', 'gists_url': 'https://api.github.com/users/jonashaag/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jonashaag/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jonashaag/subscriptions', 'organizations_url': 'https://api.github.com/users/jonashaag/orgs', 'repos_url': 'https://api.github.com/users/jonashaag/repos', 'events_url': 'https://api.github.com/users/jonashaag/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jonashaag/received_events', 'type': 'User', 'site_admin': False}"
13,1168239506,https://api.github.com/repos/pandas-dev/pandas/issues/46359,https://api.github.com/repos/pandas-dev/pandas,https://api.github.com/repos/pandas-dev/pandas/issues/46359/labels{/name},"{'login': 'mkp-gebensleben', 'id': 66162599, 'node_id': 'MDQ6VXNlcjY2MTYyNTk5', 'avatar_url': 'https://avatars.githubusercontent.com/u/66162599?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/mkp-gebensleben', 'html_url': 'https://github.com/mkp-gebensleben', 'followers_url': 'https://api.github.com/users/mkp-gebensleben/followers', 'following_url': 'https://api.github.com/users/mkp-gebensleben/following{/other_user}', 'gists_url': 'https://api.github.com/users/mkp-gebensleben/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/mkp-gebensleben/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/mkp-gebensleben/subscriptions', 'organizations_url': 'https://api.github.com/users/mkp-gebensleben/orgs', 'repos_url': 'https://api.github.com/users/mkp-gebensleben/repos', 'events_url': 'https://api.github.com/users/mkp-gebensleben/events{/privacy}', 'received_events_url': 'https://api.github.com/users/mkp-gebensleben/received_events', 'type': 'User', 'site_admin': False}"
